Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5
F1,15/10/2021,20:00,Paris SG,Angers,2,1,H,0,1,A,13,7,2,2,8,10,6,5,1,2,0,0,1.57,2.42
F1,16/10/2021,16:00,Clermont,Lille,1,0,H,1,0,H,9,9,3,2,9,8,6,9,1,2,0,0,1.99,1.84
F1,16/10/2021,20:00,Lyon,Monaco,2,0,H,0,0,D,14,9,8,3,8,10,2,4,1,2,0,0,1.65,2.27
F1,17/10/2021,12:00,Troyes,Nice,1,0,H,1,0,H,8,11,3,3,10,20,3,3,2,1,0,0,1.83,2.0
F1,17/10/2021,14:00,Bordeaux,Nantes,1,1,D,0,0,D,8,13,1,7,10,16,2,5,2,3,0,0,2.1,1.75
F1,17/10/2021,14:00,Brest,Reims,1,1,D,0,1,A,9,13,4,2,18,13,7,7,3,4,0,0,2.16,1.7
F1,17/10/2021,14:00,Metz,Rennes,0,3,A,0,3,A,9,21,2,8,14,9,4,10,3,1,0,0,2.14,1.72
F1,17/10/2021,14:00,Strasbourg,St Etienne,5,1,H,2,1,H,12,4,6,2,18,10,7,4,3,2,0,1,1.88,1.94
F1,17/10/2021,16:00,Montpellier,Lens,1,0,H,0,0,D,15,19,6,5,8,16,3,2,4,4,1,0,1.68,2.21
F1,17/10/2021,19:45,Marseille,Lorient,4,1,H,1,1,D,16,15,6,7,7,10,6,4,0,1,0,0,1.71,2.15
F1,22/10/2021,20:00,St Etienne,Angers,2,2,D,0,1,A,17,4,6,2,12,18,6,1,0,3,0,0,1.97,1.86
F1,23/10/2021,16:00,Nantes,Clermont,2,1,H,1,0,H,8,4,4,1,15,11,1,3,1,0,1,1,1.98,1.84
F1,23/10/2021,20:00,Lille,Brest,1,1,D,1,1,D,13,13,3,5,10,15,5,4,1,2,0,0,1.89,1.93
F1,24/10/2021,12:00,Nice,Lyon,3,2,H,0,1,A,17,13,7,8,11,7,3,2,1,0,0,1,1.64,2.28
F1,24/10/2021,14:00,Lens,Metz,4,1,H,2,1,H,11,9,5,4,9,13,5,6,2,3,0,0,1.85,1.97
F1,24/10/2021,14:00,Lorient,Bordeaux,1,1,D,0,0,D,14,11,4,5,12,13,9,4,4,2,0,1,1.99,1.83
F1,24/10/2021,14:00,Reims,Troyes,1,2,A,1,1,D,18,7,5,4,14,13,7,1,4,2,1,0,2.25,1.66
F1,24/10/2021,14:00,Rennes,Strasbourg,1,0,H,0,0,D,17,8,3,2,6,11,11,6,1,2,0,0,1.93,1.9
F1,24/10/2021,16:00,Monaco,Montpellier,3,1,H,2,0,H,14,12,4,3,14,16,4,4,1,4,0,0,1.61,2.33
F1,24/10/2021,19:45,Marseille,Paris SG,0,0,D,0,0,D,15,10,1,4,7,8,4,5,1,2,0,1,1.55,2.46
F1,27/10/2021,20:00,Nice,Marseille,1,1,D,1,1,D,11,7,3,1,16,8,6,5,2,2,0,0,1.9,1.92
F1,29/10/2021,20:00,Paris SG,Lille,2,1,H,0,1,A,17,11,6,3,7,10,4,5,1,5,0,0,1.64,2.27
F1,30/10/2021,16:00,Metz,St Etienne,1,1,D,1,1,D,9,10,4,3,16,11,5,8,0,3,0,0,1.96,1.85
F1,30/10/2021,20:00,Lyon,Lens,2,1,H,2,0,H,13,18,4,10,7,13,3,5,1,2,0,0,1.54,2.46
F1,31/10/2021,12:00,Angers,Nice,1,2,A,1,0,H,3,14,2,5,14,9,3,8,1,2,0,0,2.06,1.77
F1,31/10/2021,14:00,Bordeaux,Reims,3,2,H,0,1,A,17,12,7,8,5,10,12,2,3,2,0,0,2.26,1.64
F1,31/10/2021,14:00,Montpellier,Nantes,2,0,H,0,0,D,19,12,10,1,12,23,5,5,3,5,0,0,1.85,1.96
F1,31/10/2021,14:00,Strasbourg,Lorient,4,0,H,3,0,H,15,5,6,0,12,10,6,3,1,0,0,0,2.01,1.81
F1,31/10/2021,14:00,Troyes,Rennes,2,2,D,2,1,H,14,13,5,5,6,15,5,12,0,1,0,0,1.97,1.85
F1,31/10/2021,16:00,Brest,Monaco,2,0,H,1,0,H,7,5,3,2,8,17,2,5,1,5,0,0,1.79,2.04
F1,31/10/2021,19:45,Clermont,Marseille,0,1,A,0,1,A,12,9,1,4,14,11,4,2,1,4,0,0,1.83,1.99
F1,05/11/2021,20:00,Lens,Troyes,4,0,H,3,0,H,28,14,12,6,14,8,4,2,1,1,0,0,1.71,2.16
F1,06/11/2021,16:00,Lille,Angers,1,1,D,1,0,H,11,9,6,5,13,9,4,8,2,2,1,0,2.13,1.73
F1,06/11/2021,20:00,Bordeaux,Paris SG,2,3,A,0,2,A,18,9,6,5,9,10,10,5,2,1,0,0,1.44,2.76
F1,07/11/2021,12:00,Marseille,Metz,0,0,D,0,0,D,15,12,3,4,8,9,9,7,1,3,0,1,1.67,2.22
F1,07/11/2021,14:00,Lorient,Brest,1,2,A,1,0,H,9,16,3,5,10,8,3,6,1,1,1,0,1.93,1.9
F1,07/11/2021,14:00,Nantes,Strasbourg,2,2,D,1,1,D,20,17,6,6,15,12,9,5,2,1,0,1,2.15,1.72
F1,07/11/2021,14:00,Reims,Monaco,0,0,D,0,0,D,11,12,4,3,9,13,5,6,0,2,0,0,2.08,1.77
F1,07/11/2021,14:00,St Etienne,Clermont,3,2,H,0,0,D,18,9,4,4,7,10,9,2,1,1,0,0,1.8,2.03
F1,07/11/2021,16:00,Nice,Montpellier,0,1,A,0,0,D,22,8,6,2,9,7,8,2,2,0,0,0,1.62,2.33
F1,07/11/2021,19:45,Rennes,Lyon,4,1,H,1,0,H,25,6,12,4,12,12,7,2,2,2,0,0,1.63,2.31
F1,19/11/2021,20:00,Monaco,Lille,2,2,D,1,2,A,17,15,8,8,15,16,6,5,3,5,1,0,2.16,1.71
F1,20/11/2021,16:00,Paris SG,Nantes,3,1,H,1,0,H,14,12,7,6,8,12,4,3,1,2,1,0,1.5,2.57
F1,20/11/2021,20:00,Rennes,Montpellier,2,0,H,2,0,H,30,4,7,2,9,10,8,2,1,3,0,1,1.66,2.24
F1,21/11/2021,12:00,Brest,Lens,4,0,H,3,0,H,13,14,5,5,7,7,5,5,1,2,0,1,1.8,2.02
F1,21/11/2021,14:00,Angers,Lorient,1,0,H,0,0,D,8,10,4,3,15,13,6,3,4,0,0,0,2.13,1.72
F1,21/11/2021,14:00,Metz,Bordeaux,3,3,D,1,2,A,20,19,9,5,12,11,2,4,2,2,1,0,2.03,1.8
F1,21/11/2021,14:00,Strasbourg,Reims,1,1,D,0,1,A,21,10,3,3,8,13,5,4,1,4,0,0,2.35,1.6
F1,21/11/2021,14:00,Troyes,St Etienne,0,1,A,0,0,D,15,14,3,4,13,11,6,8,1,4,0,0,1.87,1.94
F1,21/11/2021,16:00,Clermont,Nice,1,2,A,1,0,H,18,9,6,4,7,16,3,5,1,4,0,0,1.89,1.91
F1,26/11/2021,20:00,Lens,Angers,2,2,D,0,1,A,9,12,4,5,15,6,5,5,2,0,0,0,2.1,1.75
F1,27/11/2021,16:00,Lille,Nantes,1,1,D,1,1,D,10,7,3,3,7,12,12,1,1,2,0,1,1.98,1.84
F1,27/11/2021,20:00,Nice,Metz,0,1,A,0,1,A,20,4,2,1,13,12,8,1,2,2,0,0,1.75,2.09
F1,28/11/2021,12:00,St Etienne,Paris SG,1,3,A,1,1,D,8,15,4,8,7,10,5,5,3,1,1,0,1.43,2.81
F1,28/11/2021,14:00,Bordeaux,Brest,1,2,A,1,0,H,16,14,4,4,13,11,5,2,3,1,0,0,1.8,2.02
F1,28/11/2021,14:00,Lorient,Rennes,0,2,A,0,0,D,6,11,0,5,11,11,3,4,0,2,0,0,1.81,2.01
F1,28/11/2021,14:00,Monaco,Strasbourg,1,1,D,1,0,H,8,7,3,4,12,9,4,3,2,1,0,0,1.83,1.99
F1,28/11/2021,14:00,Reims,Clermont,1,0,H,0,0,D,12,4,3,0,13,13,4,1,2,2,0,0,2.25,1.64
F1,28/11/2021,16:00,Montpellier,Lyon,0,1,A,0,1,A,15,11,6,3,7,15,8,5,1,4,0,0,1.49,2.59
F1,28/11/2021,19:45,Marseille,Troyes,1,0,H,0,0,D,14,5,4,2,10,17,7,3,1,4,0,0,1.7,2.16
F1,01/12/2021,18:00,Angers,Monaco,1,3,A,0,2,A,9,14,3,8,13,18,4,4,1,2,0,0,2.08,1.76
F1,01/12/2021,18:00,Brest,St Etienne,1,0,H,0,0,D,8,13,3,3,8,9,1,3,2,3,0,0,1.76,2.07
F1,01/12/2021,18:00,Metz,Montpellier,1,3,A,0,2,A,20,10,7,7,14,9,7,4,2,2,0,0,1.9,1.91
F1,01/12/2021,18:00,Strasbourg,Bordeaux,5,2,H,3,1,H,19,13,6,2,14,13,5,2,2,3,0,0,1.82,2.0
F1,01/12/2021,18:00,Troyes,Lorient,2,0,H,2,0,H,10,9,3,3,12,11,4,3,1,1,0,0,2.11,1.74
F1,01/12/2021,20:00,Clermont,Lens,2,2,D,1,1,D,19,9,7,2,7,13,5,3,4,5,1,0,1.78,2.06
F1,01/12/2021,20:00,Lyon,Reims,1,2,A,0,0,D,14,8,6,4,14,17,3,4,3,2,0,0,1.64,2.27
F1,01/12/2021,20:00,Nantes,Marseille,0,1,A,0,1,A,3,15,1,5,13,7,4,6,3,2,1,0,1.93,1.9
F1,01/12/2021,20:00,Paris SG,Nice,0,0,D,0,0,D,22,4,5,2,5,13,6,5,2,2,0,0,1.5,2.59
F1,01/12/2021,20:00,Rennes,Lille,1,2,A,0,2,A,10,6,2,2,12,12,3,1,2,1,0,0,1.93,1.89
F1,04/12/2021,16:00,Marseille,Brest,1,2,A,1,0,H,16,9,4,4,10,7,5,0,1,2,0,0,1.7,2.17
F1,04/12/2021,18:00,Lille,Troyes,2,1,H,0,1,A,13,7,4,3,11,9,8,6,3,4,0,0,1.79,2.02
F1,04/12/2021,20:00,Lens,Paris SG,1,1,D,0,0,D,18,13,7,6,12,9,8,5,2,2,0,0,1.56,2.44
F1,05/12/2021,12:00,St Etienne,Rennes,0,5,A,0,3,A,12,18,2,10,10,7,7,2,1,0,0,0,1.81,2.02
F1,05/12/2021,14:00,Lorient,Nantes,0,1,A,0,0,D,17,5,2,1,8,13,8,3,1,3,0,0,2.2,1.68
F1,05/12/2021,14:00,Monaco,Metz,4,0,H,2,0,H,8,6,5,0,13,13,5,4,1,2,0,0,1.73,2.13
F1,05/12/2021,14:00,Montpellier,Clermont,1,0,H,1,0,H,8,10,2,3,19,15,1,3,3,3,0,1,1.72,2.15
F1,05/12/2021,14:00,Reims,Angers,1,2,A,0,0,D,5,13,2,4,8,13,7,4,4,3,1,0,2.56,1.51
F1,05/12/2021,16:00,Nice,Strasbourg,0,3,A,0,1,A,12,15,5,5,9,14,9,4,3,3,0,0,1.9,1.92
F1,05/12/2021,19:45,Bordeaux,Lyon,2,2,D,1,2,A,12,19,5,5,11,9,3,8,0,0,0,0,1.5,2.57
F1,10/12/2021,20:00,Nantes,Lens,3,2,H,0,2,A,15,4,5,2,10,10,8,2,3,3,0,0,2.17,1.7
F1,11/12/2021,16:00,Brest,Montpellier,0,4,A,0,1,A,17,9,6,4,16,6,8,2,2,1,0,0,1.79,2.05
F1,11/12/2021,20:00,Reims,St Etienne,2,0,H,1,0,H,17,4,6,0,19,16,11,5,2,2,0,1,2.3,1.63
F1,12/12/2021,12:00,Lille,Lyon,0,0,D,0,0,D,14,13,2,2,11,15,4,3,2,6,0,0,1.72,2.16
F1,12/12/2021,14:00,Angers,Clermont,0,1,A,0,0,D,12,17,3,3,8,12,8,3,1,2,0,0,2.09,1.75
F1,12/12/2021,14:00,Metz,Lorient,4,1,H,3,0,H,5,17,3,6,10,8,3,8,2,2,0,0,2.11,1.74
F1,12/12/2021,14:00,Rennes,Nice,1,2,A,0,1,A,20,7,8,3,10,11,11,6,1,4,0,0,1.89,1.93
F1,12/12/2021,14:00,Troyes,Bordeaux,1,2,A,1,1,D,21,8,3,4,11,15,8,1,3,3,0,0,1.82,2.01
F1,12/12/2021,16:00,Strasbourg,Marseille,0,2,A,0,0,D,11,8,3,3,10,12,8,3,2,1,0,0,1.96,1.86
F1,12/12/2021,19:45,Paris SG,Monaco,2,0,H,2,0,H,9,13,2,3,8,15,1,6,3,4,0,0,1.51,2.57
F1,22/12/2021,20:00,Bordeaux,Lille,2,3,A,2,1,H,12,12,3,3,10,7,5,6,1,3,0,0,1.79,2.04
F1,22/12/2021,20:00,Lorient,Paris SG,1,1,D,1,0,H,17,17,5,4,6,8,6,8,1,3,0,1,1.54,2.47
F1,22/12/2021,20:00,Lyon,Metz,1,1,D,0,0,D,18,6,6,2,12,19,13,2,2,3,0,0,1.46,2.69
F1,22/12/2021,20:00,Marseille,Reims,1,1,D,0,0,D,14,7,5,2,12,6,7,4,4,4,1,1,2.17,1.7
F1,22/12/2021,20:00,Monaco,Rennes,2,1,H,1,1,D,11,16,3,6,11,9,7,5,2,1,0,0,1.87,1.96
F1,22/12/2021,20:00,Montpellier,Angers,4,1,H,2,1,H,9,13,6,6,13,13,1,6,1,1,0,0,1.97,1.85
F1,22/12/2021,20:00,Nice,Lens,2,1,H,0,1,A,9,8,3,4,7,9,5,4,0,2,0,0,1.85,1.97
F1,22/12/2021,20:00,St Etienne,Nantes,0,1,A,0,0,D,13,8,6,3,13,12,5,4,1,1,0,0,2.02,1.81
F1,22/12/2021,20:00,Troyes,Brest,1,1,D,0,1,A,15,8,4,2,16,10,9,0,4,1,1,0,1.9,1.92
F1,07/01/2022,20:00,Bordeaux,Marseille,0,1,A,0,1,A,6,18,2,6,13,7,3,9,1,1,0,0,1.56,2.42
F1,08/01/2022,20:00,Lens,Rennes,1,0,H,0,0,D,11,5,4,0,5,6,12,1,1,1,0,0,1.86,1.95
F1,09/01/2022,12:00,Brest,Nice,0,3,A,0,1,A,26,9,10,4,5,11,14,3,0,3,0,1,1.9,1.92
F1,09/01/2022,14:00,Clermont,Reims,0,0,D,0,0,D,12,7,7,2,13,24,6,2,1,3,1,0,2.46,1.55
F1,09/01/2022,14:00,Metz,Strasbourg,0,2,A,0,0,D,7,19,1,7,11,6,4,3,1,1,0,0,1.95,1.87
F1,09/01/2022,16:05,Nantes,Monaco,0,0,D,0,0,D,8,9,4,1,17,12,5,2,1,2,0,0,2.12,1.73
F1,09/01/2022,19:45,Lyon,Paris SG,1,1,D,1,0,H,11,15,4,3,18,13,2,7,2,2,0,0,1.48,2.64
F1,14/01/2022,20:00,Nice,Nantes,2,1,H,1,1,D,13,11,5,3,8,17,3,5,2,1,0,0,2.07,1.77
F1,15/01/2022,16:00,St Etienne,Lens,1,2,A,1,0,H,13,14,4,4,9,13,6,6,1,1,0,0,1.9,1.92
F1,15/01/2022,20:00,Paris SG,Brest,2,0,H,1,0,H,20,6,9,3,10,8,9,6,5,3,0,0,1.37,3.07
F1,16/01/2022,12:00,Rennes,Bordeaux,6,0,H,2,0,H,19,5,11,1,9,9,9,1,1,5,0,1,1.54,2.45
F1,16/01/2022,14:00,Lorient,Angers,0,0,D,0,0,D,14,5,4,0,12,9,6,1,3,1,0,1,2.13,1.72
F1,16/01/2022,14:00,Monaco,Clermont,4,0,H,1,0,H,20,6,10,1,9,10,6,1,0,1,0,0,1.73,2.11
F1,16/01/2022,14:00,Reims,Metz,0,1,A,0,0,D,14,17,2,5,14,16,11,4,4,4,0,0,2.27,1.63
F1,16/01/2022,14:00,Strasbourg,Montpellier,3,1,H,0,1,A,19,9,8,5,18,9,7,3,2,2,0,1,1.81,2.01
F1,16/01/2022,16:05,Troyes,Lyon,0,1,A,0,1,A,6,19,2,8,9,12,4,7,2,1,0,0,1.78,2.05
F1,16/01/2022,19:45,Marseille,Lille,1,1,D,0,1,A,22,5,7,4,11,11,15,2,1,5,0,1,2.01,1.81
F1,19/01/2022,18:00,Clermont,Strasbourg,0,2,A,0,1,A,7,15,1,5,8,11,6,4,2,0,0,0,1.93,1.87
F1,19/01/2022,18:00,Lille,Lorient,3,1,H,3,0,H,13,18,5,5,8,11,4,2,0,0,0,0,1.83,1.98
F1,19/01/2022,18:00,Montpellier,Troyes,0,1,A,0,0,D,11,13,2,5,12,10,5,4,5,1,1,0,1.81,2.02
F1,21/01/2022,20:00,Lyon,St Etienne,1,0,H,1,0,H,11,4,4,1,15,17,2,2,1,4,0,0,1.55,2.45
F1,22/01/2022,16:00,Brest,Lille,2,0,H,1,0,H,9,17,3,5,7,10,5,10,2,3,0,0,1.87,1.95
F1,22/01/2022,20:00,Lens,Marseille,0,2,A,0,1,A,9,10,3,7,7,6,8,5,3,2,0,0,1.89,1.92
F1,23/01/2022,12:00,Metz,Nice,0,2,A,0,0,D,8,7,1,6,14,6,3,4,3,1,0,0,1.81,2.01
F1,23/01/2022,14:00,Angers,Troyes,2,1,H,2,1,H,10,11,3,6,16,21,3,3,1,3,0,0,2.31,1.61
F1,23/01/2022,14:00,Bordeaux,Strasbourg,4,3,H,3,1,H,13,18,6,6,11,11,1,3,5,2,0,0,1.68,2.18
F1,23/01/2022,14:00,Clermont,Rennes,2,1,H,0,1,A,12,13,4,4,9,17,4,6,2,3,0,0,1.84,1.98
F1,23/01/2022,14:00,Nantes,Lorient,4,2,H,1,0,H,12,15,8,6,12,10,7,6,3,0,0,0,2.32,1.61
F1,23/01/2022,16:05,Montpellier,Monaco,3,2,H,2,1,H,15,17,7,7,10,10,5,10,2,2,0,0,1.85,1.97
F1,23/01/2022,19:45,Paris SG,Reims,4,0,H,1,0,H,22,7,8,3,6,10,14,0,0,1,0,0,1.54,2.48
F1,26/01/2022,18:00,Angers,St Etienne,0,1,A,0,1,A,7,8,4,5,7,13,3,1,1,1,0,0,2.23,1.66
F1,01/02/2022,20:00,Lyon,Marseille,2,1,H,0,1,A,12,9,4,1,8,8,4,6,0,0,0,0,2.05,1.79
F1,04/02/2022,20:00,Marseille,Angers,5,2,H,2,2,D,18,4,8,2,13,13,6,2,0,3,0,0,2.01,1.82
F1,05/02/2022,16:00,St Etienne,Montpellier,3,1,H,0,1,A,27,3,8,2,11,4,11,0,1,0,0,0,1.94,1.87
F1,05/02/2022,20:00,Monaco,Lyon,2,0,H,2,0,H,10,19,6,5,17,14,3,4,1,2,0,0,1.74,2.11
F1,06/02/2022,12:00,Lorient,Lens,2,0,H,1,0,H,8,8,3,0,14,11,1,4,0,3,0,0,1.92,1.9
F1,06/02/2022,14:00,Nice,Clermont,0,1,A,0,0,D,7,14,3,5,10,9,5,3,1,1,0,0,1.82,2.0
F1,06/02/2022,14:00,Reims,Bordeaux,5,0,H,1,0,H,16,6,7,0,5,12,7,4,0,1,0,1,2.04,1.79
F1,06/02/2022,14:00,Strasbourg,Nantes,1,0,H,0,0,D,13,10,3,2,7,8,7,9,3,3,0,0,2.02,1.81
F1,06/02/2022,14:00,Troyes,Metz,0,0,D,0,0,D,9,6,2,0,8,14,6,7,1,2,0,0,2.11,1.74
F1,06/02/2022,16:00,Rennes,Brest,2,0,H,1,0,H,19,5,8,1,11,8,6,1,3,1,0,0,1.74,2.11
F1,06/02/2022,19:45,Lille,Paris SG,1,5,A,1,3,A,10,18,5,7,19,9,4,3,2,1,0,0,1.78,2.05
F1,11/02/2022,20:00,Paris SG,Rennes,1,0,H,0,0,D,12,13,1,1,13,10,5,3,2,1,0,0,1.62,2.27
F1,12/02/2022,16:00,Montpellier,Lille,0,1,A,0,0,D,16,16,5,7,13,15,6,4,3,4,0,0,1.86,1.97
F1,12/02/2022,20:00,Lyon,Nice,2,0,H,1,0,H,12,1,8,1,11,9,4,1,0,1,0,0,1.75,2.1
F1,13/02/2022,12:00,Monaco,Lorient,0,0,D,0,0,D,15,5,4,1,18,11,11,2,3,2,0,0,1.82,2.0
F1,13/02/2022,14:00,Angers,Strasbourg,0,1,A,0,1,A,9,8,2,2,20,11,5,3,3,1,0,0,2.03,1.8
F1,13/02/2022,14:00,Brest,Troyes,5,1,H,2,1,H,12,5,5,2,13,11,1,5,1,1,0,0,2.06,1.77
F1,13/02/2022,14:00,Clermont,St Etienne,1,2,A,1,0,H,9,6,3,3,16,10,6,3,4,1,0,0,2.06,1.77
F1,13/02/2022,14:00,Nantes,Reims,1,0,H,1,0,H,11,7,3,4,17,8,5,5,1,0,0,1,2.44,1.56
F1,13/02/2022,16:05,Lens,Bordeaux,3,2,H,3,1,H,9,10,7,4,9,7,6,2,3,2,0,0,1.57,2.42
F1,13/02/2022,19:45,Metz,Marseille,1,2,A,0,1,A,11,13,4,5,11,6,3,8,2,2,0,0,1.87,1.94
F1,18/02/2022,20:00,Lille,Metz,0,0,D,0,0,D,13,7,1,0,10,13,11,1,4,4,1,1,1.99,1.84
F1,19/02/2022,16:00,Lens,Lyon,1,1,D,1,1,D,12,10,6,2,8,10,4,4,0,2,0,0,1.81,2.02
F1,19/02/2022,20:00,Nantes,Paris SG,3,1,H,3,0,H,13,16,7,9,16,10,5,7,2,6,0,0,1.63,2.3
F1,20/02/2022,12:00,Nice,Angers,1,0,H,1,0,H,9,11,5,2,11,17,4,5,2,2,0,0,1.97,1.85
F1,20/02/2022,14:00,Lorient,Montpellier,0,1,A,0,0,D,16,6,3,5,15,9,8,5,2,2,0,0,2.04,1.78
F1,20/02/2022,14:00,Reims,Brest,1,1,D,1,1,D,8,15,2,4,10,17,1,6,1,2,0,0,2.12,1.71
F1,20/02/2022,14:00,Rennes,Troyes,4,1,H,2,1,H,17,4,8,1,11,16,6,7,1,4,0,0,1.77,2.06
F1,20/02/2022,14:00,St Etienne,Strasbourg,2,2,D,2,2,D,9,8,4,4,12,5,3,4,3,2,0,0,1.94,1.87
F1,20/02/2022,16:05,Bordeaux,Monaco,1,1,D,1,0,H,11,13,3,4,13,13,2,7,3,4,0,1,1.61,2.34
F1,20/02/2022,19:45,Marseille,Clermont,0,2,A,0,1,A,18,4,4,3,11,9,8,3,2,2,0,0,1.78,2.05
F1,25/02/2022,20:00,Montpellier,Rennes,2,4,A,2,2,D,12,11,5,9,11,11,7,1,3,2,0,0,1.88,1.94
F1,26/02/2022,16:00,Strasbourg,Nice,0,0,D,0,0,D,17,3,6,0,9,12,8,2,1,2,0,1,2.01,1.82
F1,26/02/2022,20:00,Paris SG,St Etienne,3,1,H,1,1,D,21,13,8,6,9,13,8,3,2,1,0,0,1.34,3.23
F1,27/02/2022,12:00,Monaco,Reims,1,2,A,0,0,D,18,12,5,7,15,12,10,3,3,2,1,0,1.96,1.86
F1,27/02/2022,14:00,Angers,Lens,1,2,A,0,0,D,13,8,4,2,13,16,7,3,4,3,1,0,2.1,1.74
F1,27/02/2022,14:00,Brest,Lorient,0,1,A,0,0,D,4,17,0,8,12,15,4,6,2,4,1,0,2.04,1.79
F1,27/02/2022,14:00,Clermont,Bordeaux,1,1,D,1,1,D,9,10,3,3,5,13,6,6,1,2,0,0,1.85,1.97
F1,27/02/2022,14:00,Metz,Nantes,0,0,D,0,0,D,8,12,0,3,14,15,3,4,1,2,1,0,2.31,1.62
F1,27/02/2022,16:05,Troyes,Marseille,1,1,D,0,1,A,9,8,3,3,15,8,4,8,5,3,0,0,1.89,1.93
F1,27/02/2022,19:45,Lyon,Lille,0,1,A,0,1,A,20,6,8,2,13,15,7,3,3,2,0,0,1.8,2.02
F1,04/03/2022,20:00,Lorient,Lyon,1,4,A,0,2,A,15,15,6,7,9,14,8,3,1,0,0,0,1.9,1.92
F1,05/03/2022,16:00,Lens,Brest,0,1,A,0,0,D,20,5,6,3,14,11,4,0,1,1,0,0,1.78,2.05
F1,05/03/2022,20:00,Nice,Paris SG,1,0,H,0,0,D,11,8,6,2,15,10,3,4,1,0,0,0,1.68,2.19
F1,06/03/2022,12:00,St Etienne,Metz,1,0,H,0,0,D,13,5,5,2,11,18,12,3,3,4,0,0,2.14,1.72
F1,06/03/2022,14:00,Bordeaux,Troyes,0,2,A,0,1,A,10,10,3,2,18,15,6,2,6,1,0,1,2.05,1.78
F1,06/03/2022,14:00,Nantes,Montpellier,2,0,H,0,0,D,16,6,5,1,11,11,6,4,1,1,0,0,2.1,1.75
F1,06/03/2022,14:00,Reims,Strasbourg,1,1,D,0,0,D,8,17,1,6,6,11,2,4,0,2,0,0,2.22,1.67
F1,06/03/2022,14:00,Rennes,Angers,2,0,H,1,0,H,15,7,4,2,11,7,7,7,1,1,0,0,1.79,2.05
F1,06/03/2022,16:05,Lille,Clermont,4,0,H,1,0,H,15,9,8,1,15,9,3,2,1,3,0,1,2.02,1.8
F1,06/03/2022,19:45,Marseille,Monaco,0,1,A,0,0,D,13,5,2,3,13,9,10,3,2,1,0,0,1.91,1.9
F1,11/03/2022,20:00,Lille,St Etienne,0,0,D,0,0,D,10,11,2,3,14,12,2,3,1,1,0,0,1.96,1.86
F1,12/03/2022,16:00,Montpellier,Nice,0,0,D,0,0,D,24,8,7,0,10,8,13,1,3,2,0,1,1.98,1.83
F1,12/03/2022,20:00,Troyes,Nantes,1,0,H,1,0,H,11,6,2,1,7,16,8,4,1,1,0,0,2.35,1.6
F1,13/03/2022,12:00,Paris SG,Bordeaux,3,0,H,1,0,H,12,15,5,5,4,9,2,4,1,2,0,0,1.36,3.14
F1,13/03/2022,14:00,Angers,Reims,0,1,A,0,1,A,20,10,7,3,19,8,4,2,6,3,1,1,2.49,1.54
F1,13/03/2022,14:00,Clermont,Lorient,0,2,A,0,0,D,10,9,1,6,14,14,2,2,1,2,0,0,2.25,1.65
F1,13/03/2022,14:00,Metz,Lens,0,0,D,0,0,D,6,11,3,0,11,14,5,4,5,2,0,0,2.18,1.68
F1,13/03/2022,14:00,Strasbourg,Monaco,1,0,H,1,0,H,11,5,3,0,10,13,6,7,1,2,0,0,2.06,1.77
F1,13/03/2022,16:05,Lyon,Rennes,2,4,A,0,3,A,11,10,2,7,8,12,8,2,2,3,0,0,1.78,2.04
F1,13/03/2022,19:45,Brest,Marseille,1,4,A,0,1,A,8,13,2,7,11,14,1,3,1,4,0,0,1.87,1.94
F1,18/03/2022,20:00,St Etienne,Troyes,1,1,D,0,1,A,10,8,3,4,13,9,1,4,2,2,0,0,2.27,1.65
F1,19/03/2022,16:00,Lens,Clermont,3,1,H,2,1,H,20,10,7,3,15,12,7,2,1,1,0,0,1.96,1.86
F1,19/03/2022,20:00,Nantes,Lille,0,1,A,0,1,A,11,12,3,4,19,15,7,7,3,4,0,1,2.35,1.6
F1,20/03/2022,12:00,Monaco,Paris SG,3,0,H,1,0,H,13,13,8,6,17,10,6,7,3,3,0,0,1.64,2.27
F1,20/03/2022,14:00,Angers,Brest,1,0,H,1,0,H,9,16,3,2,11,9,6,11,2,1,0,0,2.07,1.76
F1,20/03/2022,14:00,Bordeaux,Montpellier,0,2,A,0,2,A,32,7,10,2,18,7,11,4,3,0,0,2,1.87,1.95
F1,20/03/2022,14:00,Lorient,Strasbourg,0,0,D,0,0,D,9,13,2,4,11,18,6,5,2,2,0,0,2.16,1.7
F1,20/03/2022,14:00,Rennes,Metz,6,1,H,3,0,H,21,2,8,1,13,11,10,1,1,2,0,0,1.78,2.05
F1,20/03/2022,16:05,Reims,Lyon,0,0,D,0,0,D,5,10,2,2,12,13,7,3,0,3,0,0,1.97,1.85
F1,20/03/2022,19:45,Marseille,Nice,2,1,H,1,0,H,13,9,6,3,12,11,3,2,2,2,0,0,2.1,1.74
F1,02/04/2022,16:00,Nice,Rennes,1,1,D,0,0,D,10,13,3,4,12,12,7,11,2,1,0,0,1.96,1.86
F1,02/04/2022,18:00,Lille,Bordeaux,0,0,D,0,0,D,22,2,6,0,13,15,7,2,2,4,0,1,1.76,2.08
F1,03/04/2022,12:00,Strasbourg,Lens,1,0,H,0,0,D,13,13,3,2,8,10,2,6,3,1,0,0,2.08,1.76
